                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                 2.6373,                 3.4565,                 2.6359,                 3.0192,                 0.4288,                0.36735,                0.34359,                0.12712,                0.32732,                0.32653,                0.24664,                0.09592,                 2.3018,                 3.7191,                 2.5941,                 2.9281,             0.00010874,             2.8809e-05,             2.8809e-05
                     85,                 2.6285,                 3.4183,                 2.6008,                 2.9765,                0.39405,                0.40816,                0.32165,                0.12522,                0.39064,                0.31412,                0.27363,                0.11946,                  2.292,                 3.6656,                 2.4956,                 2.8772,             0.00010897,             2.9149e-05,             2.9149e-05
                     86,                 2.5747,                 3.3535,                 2.6468,                 2.9752,                0.34059,                0.32653,                0.28957,                0.12125,                0.32499,                0.30612,                0.24322,                0.11168,                 2.2956,                 3.6625,                 2.5589,                 2.8779,             0.00010919,              2.949e-05,              2.949e-05
                     87,                 2.5797,                 3.3121,                 2.6219,                 2.9446,                0.46064,                0.40816,                0.35594,                0.14604,                0.44611,                0.34522,                0.29239,                0.13021,                 2.2352,                 3.6552,                 2.6027,                 2.8731,             0.00010941,              2.983e-05,              2.983e-05
                     88,                 2.5379,                 3.4267,                 2.6235,                 2.9264,                0.45733,                0.42857,                 0.3593,                0.13239,                 0.3585,                0.34694,                 0.2588,                0.11744,                 2.2475,                 3.6663,                 2.4932,                 2.8338,             0.00010964,              3.017e-05,              3.017e-05
                     89,                 2.4765,                 3.3546,                 2.5335,                 2.8909,                0.37296,                0.36421,                0.32339,                0.14156,                0.32877,                0.30612,                0.25045,                 0.1238,                 2.1916,                  3.632,                 2.5028,                 2.8739,             0.00010986,              3.051e-05,              3.051e-05
                     90,                 2.5059,                 3.3295,                 2.5869,                 2.8849,                0.52768,                0.38776,                0.38319,                0.14359,                 0.4772,                0.34694,                 0.2907,                0.12738,                 2.2237,                 3.6065,                  2.517,                  2.872,             0.00011008,              3.085e-05,              3.085e-05
                     91,                 2.4928,                 3.3908,                 2.4937,                 2.8542,                0.48348,                0.28571,                0.30176,                0.14057,                0.39089,                0.27518,                 0.2576,                0.12777,                 2.1954,                  3.598,                 2.4798,                 2.8272,             0.00011031,              3.119e-05,              3.119e-05
                     92,                 2.4538,                 3.2656,                 2.5715,                 2.8576,                0.53454,                0.36735,                0.34492,                 0.1459,                 0.4835,                0.32653,                0.27978,                0.13604,                 2.2214,                 3.5931,                 2.5479,                  2.908,             0.00011053,              3.153e-05,              3.153e-05
                     93,                 2.4992,                 3.3547,                 2.5954,                  2.862,                   0.54,                0.40816,                0.36412,                0.13975,                0.45697,                0.34694,                0.26522,                0.12662,                 2.2292,                 3.5755,                 2.5123,                 2.9005,             0.00011075,             3.1869e-05,             3.1869e-05
