                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                 2.6525,                 3.2415,                 2.7287,                 3.1884,                 0.4139,                0.32653,                0.27383,                0.08562,                0.34522,                0.26531,                0.25298,                0.10392,                 2.4294,                 3.5666,                 2.6355,                 3.2257,              0.0010306,             1.4023e-05,             1.4023e-05
                     80,                 2.5738,                 3.3422,                 2.7344,                 3.1398,                0.34873,                0.28571,                0.23172,                0.07827,                0.31371,                0.30612,                 0.2331,                0.08911,                 2.4279,                 3.5564,                 2.6684,                 3.2316,              0.0010222,               1.42e-05,               1.42e-05
                     81,                 2.6298,                 3.2957,                 2.6892,                 3.1616,                0.36392,                0.32653,                 0.2917,                 0.0919,                 0.3628,                0.30612,                  0.271,                0.10901,                 2.4131,                  3.577,                 2.6405,                 3.1991,              0.0010138,             1.4376e-05,             1.4376e-05
                     82,                 2.5978,                 3.2527,                 2.7274,                 3.1376,                0.32922,                0.35063,                0.30657,                0.09406,                0.34839,                0.37104,                0.32103,                0.12806,                 2.3716,                 3.5656,                 2.5965,                 3.1817,              0.0010053,             1.4552e-05,             1.4552e-05
                     83,                 2.5594,                 3.2036,                 2.6366,                 3.0871,                0.38217,                0.34094,                0.30433,                0.10514,                0.40505,                0.36135,                0.28879,                0.11554,                 2.3523,                 3.5339,                 2.6399,                 3.1722,              0.0009969,             1.4728e-05,             1.4728e-05
                     84,                 2.5872,                 3.2542,                 2.5897,                 3.0962,                0.35117,                0.38776,                0.33758,                 0.1117,                0.61584,                0.26531,                0.34089,                0.13678,                 2.4138,                 3.6176,                 2.5892,                 3.1957,             0.00098847,             1.4904e-05,             1.4904e-05
                     85,                 2.5477,                 3.2173,                 2.5899,                 3.0881,                0.43015,                0.30612,                0.30253,                 0.1107,                0.43273,                0.30612,                0.29837,                0.12165,                 2.3981,                 3.5336,                 2.6168,                 3.2067,             0.00098003,              1.508e-05,              1.508e-05
                     86,                 2.5273,                 3.1896,                 2.6163,                 3.0721,                0.46035,                0.33086,                0.33393,                0.11911,                 0.4148,                0.30612,                 0.2839,                0.11945,                 2.3735,                 3.4956,                 2.5603,                 3.1713,              0.0009716,             1.5256e-05,             1.5256e-05
                     87,                 2.4857,                 3.1829,                 2.5842,                 3.0807,                0.56553,                0.26531,                0.32105,                 0.1096,                0.59794,                0.28571,                0.32427,                0.13477,                 2.3888,                 3.5013,                 2.6154,                 3.1867,             0.00096316,             1.5432e-05,             1.5432e-05
                     88,                 2.4986,                 3.1973,                 2.6281,                 3.0789,                0.44567,                0.31187,                0.34482,                0.12901,                0.54315,                0.30612,                0.32763,                 0.1343,                 2.3619,                 3.5141,                 2.5378,                   3.16,             0.00095473,             1.5608e-05,             1.5608e-05
                     89,                 2.4194,                 3.1401,                 2.5174,                 2.9957,                0.40908,                0.38776,                0.38002,                0.12425,                0.48651,                0.29015,                0.35259,                0.14481,                  2.366,                 3.5066,                 2.5935,                 3.1457,             0.00094629,             1.5784e-05,             1.5784e-05
                     90,                 2.4715,                 3.1056,                 2.5447,                 3.0374,                0.43104,                0.40816,                0.37484,                0.12524,                0.48907,                0.37125,                0.35029,                0.15076,                 2.3806,                 3.4951,                 2.6275,                 3.1847,             0.00093786,              1.596e-05,              1.596e-05
                     91,                  2.479,                 3.1826,                 2.5114,                 3.0368,                0.39063,                0.36735,                0.33453,                0.12181,                0.44183,                0.28571,                0.32541,                0.14153,                 2.3844,                 3.4794,                 2.5951,                 3.1631,             0.00092942,             1.6136e-05,             1.6136e-05
                     92,                  2.454,                 3.0782,                 2.5571,                 3.0086,                0.39029,                0.30612,                0.32636,                0.10898,                0.42305,                0.28571,                0.33307,                0.14767,                 2.3387,                 3.4896,                 2.6003,                  3.133,             0.00092099,             1.6312e-05,             1.6312e-05
                     93,                  2.445,                 3.1576,                 2.6166,                 3.0332,                0.44831,                0.40816,                0.36123,                0.14032,                0.48287,                0.36735,                0.32191,                0.15159,                 2.2346,                 3.4708,                 2.5024,                 3.0481,             0.00091255,             1.6487e-05,             1.6487e-05
